"HGNC.ID"	"Approved.symbol"	"Approved.name"	"Previous.symbols"	"Alias.symbols"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"HGNC:20344"	"UBR7"	"ubiquitin protein ligase E3 component n-recognin 7"	"C14orf130"	""	55148	"ENSG00000012963"
"HGNC:25683"	"UBTD1"	"ubiquitin domain containing 1"	""	"FLJ11807"	80019	"ENSG00000165886"
"HGNC:24463"	"UBTD2"	"ubiquitin domain containing 2"	""	"DC-UbP, MGC30022"	92181	"ENSG00000168246"
"HGNC:12511"	"UBTF"	"upstream binding transcription factor"	""	"UBF, NOR-90, UBF1, UBF2"	7343	"ENSG00000108312"
"HGNC:14533"	"UBTFL1"	"upstream binding transcription factor like 1"	"C11orf27"	""	642623	"ENSG00000255009"
"HGNC:35169"	"UBTFL2"	"UBTF like 2 (pseudogene)"	""	""	120126	"ENSG00000234376"
"HGNC:35402"	"UBTFL3"	"UBTF like 3 (pseudogene)"	""	""	129870	"ENSG00000204699"
"HGNC:35405"	"UBTFL5"	"UBTF like 5 (pseudogene)"	""	""	728231	"ENSG00000204705"
"HGNC:35406"	"UBTFL6"	"UBTF like 6 (pseudogene)"	""	""	643615	"ENSG00000228970"
"HGNC:35404"	"UBTFL7"	"UBTF like 7 (pseudogene)"	""	""	646759	"ENSG00000229361"
"HGNC:44476"	"UBTFL8"	"UBTF like 8 (pseudogene)"	""	""	643182	"ENSG00000224082"
"HGNC:18402"	"UBXN1"	"UBX domain protein 1"	""	"LOC51035, 2B28, UBXD10, SAKS1"	51035	"ENSG00000162191"
"HGNC:27265"	"UBXN2A"	"UBX domain protein 2A"	"UBXD4"	""	165324	"ENSG00000173960"
"HGNC:27035"	"UBXN2B"	"UBX domain protein 2B"	""	"p37"	137886	"ENSG00000215114"
"HGNC:14860"	"UBXN4"	"UBX domain protein 4"	"UBXDC1, UBXD2"	"KIAA0242"	23190	"ENSG00000144224"
"HGNC:14928"	"UBXN6"	"UBX domain protein 6"	"UBXD1"	"UBXDC2"	80700	"ENSG00000167671"
"HGNC:29119"	"UBXN7"	"UBX domain protein 7"	"UBXD7"	"KIAA0794"	26043	"ENSG00000163960"
"HGNC:30307"	"UBXN8"	"UBX domain protein 8"	"UBXD6"	"D8S2298E, REP8"	7993	"ENSG00000104691"
"HGNC:26354"	"UBXN10"	"UBX domain protein 10"	"UBXD3"	"FLJ25429"	127733	"ENSG00000162543"
"HGNC:30600"	"UBXN11"	"UBX domain protein 11"	"UBXD5"	"SOC, SOCI"	91544	"ENSG00000158062"
"HGNC:37126"	"UCA1"	"urothelial cancer associated 1"	""	"LINC00178, CUDR, UCAT1, onco-lncRNA-36"	652995	"ENSG00000214049"
"HGNC:12513"	"UCHL1"	"ubiquitin C-terminal hydrolase L1"	"PARK5"	"PGP9.5, Uch-L1"	7345	"ENSG00000154277"
"HGNC:12515"	"UCHL3"	"ubiquitin C-terminal hydrolase L3"	""	""	7347	"ENSG00000118939"
"HGNC:19678"	"UCHL5"	"ubiquitin C-terminal hydrolase L5"	""	"UCH37, CGI-70, INO80R"	51377	"ENSG00000116750"
"HGNC:14859"	"UCK1"	"uridine-cytidine kinase 1"	""	"URK1, FLJ12255"	83549	"ENSG00000130717"
"HGNC:12562"	"UCK2"	"uridine-cytidine kinase 2"	"UMPK"	""	7371	"ENSG00000143179"
"HGNC:15938"	"UCKL1"	"uridine-cytidine kinase 1 like 1"	"URKL1"	"FLJ20517"	54963	"ENSG00000198276"
"HGNC:25205"	"UCMA"	"upper zone of growth plate and cartilage matrix associated"	"C10orf49"	"GRP"	221044	"ENSG00000165623"
"HGNC:12516"	"UCN"	"urocortin"	""	"UROC, UI"	7349	"ENSG00000163794"
"HGNC:18414"	"UCN2"	"urocortin 2"	""	"UCNI, SRP, URP, UCN-II"	90226	"ENSG00000145040"
"HGNC:17781"	"UCN3"	"urocortin 3"	""	"UCNIII, SPC"	114131	"ENSG00000178473"
"HGNC:12517"	"UCP1"	"uncoupling protein 1"	"UCP"	"SLC25A7"	7350	"ENSG00000109424"
"HGNC:12518"	"UCP2"	"uncoupling protein 2"	"BMIQ4"	"SLC25A8"	7351	"ENSG00000175567"
"HGNC:12519"	"UCP3"	"uncoupling protein 3"	""	"SLC25A9"	7352	"ENSG00000175564"
"HGNC:30866"	"UEVLD"	"UEV and lactate/malate dehyrogenase domains"	""	"Attp, UEV3"	55293	"ENSG00000151116"
"HGNC:26941"	"UFC1"	"ubiquitin-fold modifier conjugating enzyme 1"	""	"HSPC155"	51506	"ENSG00000143222"
"HGNC:12520"	"UFD1"	"ubiquitin recognition factor in ER associated degradation 1"	"UFD1L"	""	7353	"ENSG00000070010"
"HGNC:23039"	"UFL1"	"UFM1 specific ligase 1"	"KIAA0776"	"NLBP, Maxer, RCAD"	23376	"ENSG00000014123"
"HGNC:20597"	"UFM1"	"ubiquitin fold modifier 1"	"C13orf20"	"bA131P10.1"	51569	"ENSG00000120686"
"HGNC:55146"	"UFM1P1"	"UFM1 pseudogene 1"	""	""	102443352	"ENSG00000270709"
"HGNC:55147"	"UFM1P2"	"UFM1 pseudogene 2"	""	""	729835	"ENSG00000267315"
"HGNC:55148"	"UFM1P3"	"UFM1 pseudogene 3"	"UFM1P1"	""	100506633	"ENSG00000253299"
"HGNC:33821"	"UFSP1"	"UFM1 specific peptidase 1 (inactive)"	""	"UFSP"	402682	"ENSG00000176125"
"HGNC:25640"	"UFSP2"	"UFM1 specific peptidase 2"	"C4orf20"	"FLJ11200"	55325	"ENSG00000109775"
"HGNC:12524"	"UGCG"	"UDP-glucose ceramide glucosyltransferase"	""	"GCS"	7357	"ENSG00000148154"
"HGNC:12525"	"UGDH"	"UDP-glucose 6-dehydrogenase"	""	""	7358	"ENSG00000109814"
"HGNC:40601"	"UGDH-AS1"	"UGDH antisense RNA 1"	""	""	100885776	"ENSG00000249348"
"HGNC:15663"	"UGGT1"	"UDP-glucose glycoprotein glucosyltransferase 1"	"UGCGL1"	"HUGT1"	56886	"ENSG00000136731"
"HGNC:15664"	"UGGT2"	"UDP-glucose glycoprotein glucosyltransferase 2"	"UGCGL2"	"FLJ11485, HUGT2, FLJ10873, MGC150689, MGC87276, MGC117360"	55757	"ENSG00000102595"
"HGNC:12527"	"UGP2"	"UDP-glucose pyrophosphorylase 2"	"UGP1"	"UGPP1, SVUGP2"	7360	"ENSG00000169764"
"HGNC:12530"	"UGT1A1"	"UDP glucuronosyltransferase family 1 member A1"	"UGT1, GNT1"	"UGT1A"	54658	"ENSG00000241635"
"HGNC:12534"	"UGT1A2P"	"UDP glucuronosyltransferase family 1 member A2, pseudogene"	""	"UGT1BP"	54580	"ENSG00000228445"
"HGNC:12535"	"UGT1A3"	"UDP glucuronosyltransferase family 1 member A3"	""	"UGT1C"	54659	"ENSG00000243135"
"HGNC:12536"	"UGT1A4"	"UDP glucuronosyltransferase family 1 member A4"	""	"HUG-BR2, UGT1D"	54657	"ENSG00000244474"
"HGNC:12537"	"UGT1A5"	"UDP glucuronosyltransferase family 1 member A5"	""	"UGT1E"	54579	"ENSG00000240224"
"HGNC:12538"	"UGT1A6"	"UDP glucuronosyltransferase family 1 member A6"	""	"HLUGP, GNT1, UGT1F"	54578	"ENSG00000167165"
"HGNC:12539"	"UGT1A7"	"UDP glucuronosyltransferase family 1 member A7"	""	"UGT1G"	54577	"ENSG00000244122"
"HGNC:12540"	"UGT1A8"	"UDP glucuronosyltransferase family 1 member A8"	""	"UGT1H"	54576	"ENSG00000242366"
"HGNC:12541"	"UGT1A9"	"UDP glucuronosyltransferase family 1 member A9"	""	"HLUGP4, LUGP4, UGT1AI"	54600	"ENSG00000241119"
"HGNC:12531"	"UGT1A10"	"UDP glucuronosyltransferase family 1 member A10"	""	"UGT1J"	54575	"ENSG00000242515"
"HGNC:12532"	"UGT1A11P"	"UDP glucuronosyltransferase family 1 member A11, pseudogene"	""	"UGT1K"	54574	"ENSG00000227846"
"HGNC:12533"	"UGT1A12P"	"UDP glucuronosyltransferase family 1 member A12, pseudogene"	""	"UGT1L"	54573	"ENSG00000228949"
"HGNC:32191"	"UGT1A13P"	"UDP glucuronosyltransferase family 1 member A13, pseudogene"	""	""	404204	"ENSG00000234143"
"HGNC:12542"	"UGT2A1"	"UDP glucuronosyltransferase family 2 member A1 complex locus"	""	""	10941	"ENSG00000173610"
"HGNC:28183"	"UGT2A2"	"UDP glucuronosyltransferase family 2 member A2"	""	""	574537	"ENSG00000271271"
"HGNC:28528"	"UGT2A3"	"UDP glucuronosyltransferase family 2 member A3"	""	"FLJ21934"	79799	"ENSG00000135220"
"HGNC:39429"	"UGT2A3P7"	"UDP glucuronosyltransferase family 2 member A3 pseudogene 7"	""	""	100422023	"ENSG00000248886"
"HGNC:12553"	"UGT2B4"	"UDP glucuronosyltransferase family 2 member B4"	""	"UGT2B11"	7363	"ENSG00000156096"
"HGNC:12554"	"UGT2B7"	"UDP glucuronosyltransferase family 2 member B7"	""	"UGT2B9"	7364	"ENSG00000171234"
"HGNC:12544"	"UGT2B10"	"UDP glucuronosyltransferase family 2 member B10"	""	""	7365	"ENSG00000109181"
"HGNC:12545"	"UGT2B11"	"UDP glucuronosyltransferase family 2 member B11"	""	""	10720	"ENSG00000213759"
"HGNC:12546"	"UGT2B15"	"UDP glucuronosyltransferase family 2 member B15"	""	"UGT2B8"	7366	"ENSG00000196620"
"HGNC:12547"	"UGT2B17"	"UDP glucuronosyltransferase family 2 member B17"	""	""	7367	"ENSG00000197888"
"HGNC:12548"	"UGT2B24P"	"UDP glucuronosyltransferase family 2 member B24, pseudogene"	""	""	54572	"ENSG00000249956"
"HGNC:12549"	"UGT2B25P"	"UDP glucuronosyltransferase family 2 member B25, pseudogene"	""	""	54571	"ENSG00000215110"
"HGNC:12550"	"UGT2B26P"	"UDP glucuronosyltransferase family 2 member B26, pseudogene"	""	""	54570	"ENSG00000250919"
"HGNC:12551"	"UGT2B27P"	"UDP glucuronosyltransferase family 2 member B27, pseudogene"	""	""	54569	"ENSG00000251685"
"HGNC:13479"	"UGT2B28"	"UDP glucuronosyltransferase family 2 member B28"	""	""	54490	"ENSG00000135226"
"HGNC:12552"	"UGT2B29P"	"UDP glucuronosyltransferase family 2 member B29, pseudogene"	""	""	54568	"ENSG00000250566"
"HGNC:26625"	"UGT3A1"	"UDP glycosyltransferase family 3 member A1"	""	"FLJ34658"	133688	"ENSG00000145626"
"HGNC:27266"	"UGT3A2"	"UDP glycosyltransferase family 3 member A2"	""	""	167127	"ENSG00000168671"
"HGNC:12555"	"UGT8"	"UDP glycosyltransferase 8"	"CGT"	""	7368	"ENSG00000174607"
"HGNC:19683"	"UHMK1"	"U2AF homology motif kinase 1"	""	"KIS, Kist"	127933	"ENSG00000152332"
"HGNC:12556"	"UHRF1"	"ubiquitin like with PHD and ring finger domains 1"	""	"ICBP90, Np95, FLJ21925, RNF106, TDRD22"	29128	"ENSG00000276043"
"HGNC:21216"	"UHRF1BP1"	"UHRF1 binding protein 1"	"C6orf107"	"FLJ20302, dJ349A12.1, ICBP90"	54887	"ENSG00000065060"
"HGNC:29102"	"UHRF1BP1L"	"UHRF1 binding protein 1 like"	""	"KIAA0701"	23074	"ENSG00000111647"
"HGNC:12557"	"UHRF2"	"ubiquitin like with PHD and ring finger domains 2"	""	"RNF107, NIRF, URF2, MGC33463, TDRD23"	115426	"ENSG00000147854"
"HGNC:39565"	"UHRF2P1"	"ubiquitin like with PHD and ring finger domains 2 pseudogene 1"	""	""	260337	"ENSG00000223650"
"HGNC:54869"	"UICLM"	"up-regulated in colorectal cancer liver metastasis"	""	"CROCC2-AS1"	200772	"ENSG00000233392"
"HGNC:30298"	"UIMC1"	"ubiquitin interaction motif containing 1"	""	"RAP80"	51720	"ENSG00000087206"
"HGNC:14893"	"ULBP1"	"UL16 binding protein 1"	""	"RAET1I"	80329	"ENSG00000111981"
"HGNC:14894"	"ULBP2"	"UL16 binding protein 2"	""	"RAET1H"	80328	"ENSG00000131015"
"HGNC:14895"	"ULBP3"	"UL16 binding protein 3"	""	"RAET1N"	79465	"ENSG00000131019"
"HGNC:12558"	"ULK1"	"unc-51 like autophagy activating kinase 1"	""	"ATG1, ATG1A"	8408	"ENSG00000177169"
"HGNC:13480"	"ULK2"	"unc-51 like autophagy activating kinase 2"	""	"KIAA0623, Unc51.2, ATG1B"	9706	"ENSG00000083290"
"HGNC:19703"	"ULK3"	"unc-51 like kinase 3"	""	"DKFZP434C131, FLJ90566"	25989	"ENSG00000140474"
"HGNC:15784"	"ULK4"	"unc-51 like kinase 4"	""	"FLJ20574, REC01035, FAM7C1"	54986	"ENSG00000168038"
"HGNC:15775"	"ULK4P1"	"ULK4 pseudogene 1"	"FAM7A1"	"D-X"	89838	"ENSG00000261279"
"HGNC:15776"	"ULK4P2"	"ULK4 pseudogene 2"	"FAM7A2"	"D-X"	100288380	"ENSG00000260128"
"HGNC:15777"	"ULK4P3"	"ULK4 pseudogene 3"	"FAM7A3"	"D-X"	89837	"ENSG00000178081"
"HGNC:48955"	"UMAD1"	"UBAP1-MVB12-associated (UMA) domain containing 1"	"RPA3-AS1, RPA3OS"	""	729852	"ENSG00000219545"
"HGNC:12559"	"UMOD"	"uromodulin"	""	""	7369	"ENSG00000169344"
"HGNC:12560"	"UMODL1"	"uromodulin like 1"	""	""	89766	"ENSG00000177398"
"HGNC:23821"	"UMODL1-AS1"	"UMODL1 antisense RNA 1"	"C21orf128"	"FLJ33471"	150147	"ENSG00000184385"
"HGNC:12563"	"UMPS"	"uridine monophosphate synthetase"	""	""	7372	"ENSG00000114491"
"HGNC:12567"	"UNC5A"	"unc-5 netrin receptor A"	""	"KIAA1976, UNC5H1"	90249	"ENSG00000113763"
"HGNC:12568"	"UNC5B"	"unc-5 netrin receptor B"	""	"UNC5H2, p53RDL1"	219699	"ENSG00000107731"
"HGNC:45096"	"UNC5B-AS1"	"UNC5B antisense RNA 1"	""	"UASR1"	728978	"ENSG00000237512"
"HGNC:12569"	"UNC5C"	"unc-5 netrin receptor C"	""	""	8633	"ENSG00000182168"
"HGNC:55246"	"UNC5C-AS1"	"UNC5C antisense RNA 1"	""	""	105377335	"ENSG00000271474"
"HGNC:21203"	"UNC5CL"	"unc-5 family C-terminal like"	""	"MGC34763, ZUD"	222643	"ENSG00000124602"
"HGNC:18634"	"UNC5D"	"unc-5 netrin receptor D"	""	"KIAA1777, Unc5h4"	137970	"ENSG00000156687"
"HGNC:23150"	"UNC13A"	"unc-13 homolog A"	""	"KIAA1032, Munc13-1"	23025	"ENSG00000130477"
"HGNC:12566"	"UNC13B"	"unc-13 homolog B"	"UNC13"	"hmunc13, Unc13h2, Munc13-2"	10497	"ENSG00000198722"
"HGNC:23149"	"UNC13C"	"unc-13 homolog C"	""	"Munc13-3, DKFZp547H074"	440279	"ENSG00000137766"
"HGNC:23147"	"UNC13D"	"unc-13 homolog D"	""	"Munc13-4"	201294	"ENSG00000092929"
"HGNC:30594"	"UNC45A"	"unc-45 myosin chaperone A"	""	"SMAP-1, GC-UNC45"	55898	"ENSG00000140553"
"HGNC:14304"	"UNC45B"	"unc-45 myosin chaperone B"	"CMYA4"	"UNC45"	146862	"ENSG00000141161"
"HGNC:16046"	"UNC50"	"unc-50 inner nuclear membrane RNA binding protein"	""	"URP, UNCL, GMH1"	25972	"ENSG00000115446"
"HGNC:19966"	"UNC79"	"unc-79 homolog, NALCN channel complex subunit"	"KIAA1409"	""	57578	"ENSG00000133958"
"HGNC:26582"	"UNC80"	"unc-80 homolog, NALCN channel complex subunit"	"C2orf21"	"FLJ33496, KIAA1843, UNC-80"	285175	"ENSG00000144406"
"HGNC:12570"	"UNC93A"	"unc-93 homolog A"	""	"dJ366N23.2, dJ366N23.1"	54346	"ENSG00000112494"
"HGNC:13481"	"UNC93B1"	"unc-93 homolog B1, TLR signaling regulator"	""	"UNC93"	81622	"ENSG00000110057"
"HGNC:13482"	"UNC93B2"	"unc-93 homolog B2 (pseudogene)"	""	"UNC93B2P"	641922	"ENSG00000155070"
"HGNC:13483"	"UNC93B3"	"unc-93 homolog B3 (pseudogene)"	""	"UNC93B3P"	285296	"ENSG00000172971"
"HGNC:13484"	"UNC93B4"	"unc-93 homolog B4 (pseudogene)"	""	""	643384	"ENSG00000250381"
"HGNC:34051"	"UNC93B5"	"unc-93 homolog B5 (pseudogene)"	""	""	729196	"ENSG00000184795"
"HGNC:34053"	"UNC93B6"	"unc-93 homolog B6 (pseudogene)"	""	""	255620	"ENSG00000255562"
"HGNC:44036"	"UNC93B7"	"unc-93 homolog B7 (pseudogene)"	""	""	100887746	"ENSG00000251624"
"HGNC:44037"	"UNC93B8"	"unc-93 homolog B8 (pseudogene)"	""	""	100887748	"ENSG00000249272"
"HGNC:12565"	"UNC119"	"unc-119 lipid binding chaperone"	""	"HRG4, POC7, POC7A"	9094	"ENSG00000109103"
"HGNC:16488"	"UNC119B"	"unc-119 lipid binding chaperone B"	""	"MGC5139, POC7B"	84747	"ENSG00000175970"
"HGNC:33194"	"UNCX"	"UNC homeobox"	""	"Uncx4.1"	340260	"ENSG00000164853"
"HGNC:12572"	"UNG"	"uracil DNA glycosylase"	"DGU"	"UDG, UNG1, UNG2, HIGM4"	7374	"ENSG00000076248"
"HGNC:18579"	"UNGP1"	"uracil-DNA glycosylase pseudogene 1"	""	""	57004	"ENSG00000260818"
"HGNC:20036"	"UNGP3"	"uracil-DNA glycosylase pseudogene 3"	""	""	319122	"ENSG00000270343"
"HGNC:29369"	"UNK"	"unk zinc finger"	"ZC3HDC5, ZC3H5"	"KIAA1753"	85451	"ENSG00000132478"
"HGNC:14184"	"UNKL"	"unk like zinc finger"	"C16orf28"	"ZC3HDC5L, ZC3H5L, FLJ23360"	64718	"ENSG00000059145"
"HGNC:12575"	"UOX"	"urate oxidase (pseudogene)"	""	"UOXP"	391051	"ENSG00000240520"
"HGNC:16297"	"UPB1"	"beta-ureidopropionase 1"	""	"BUP1"	51733	"ENSG00000100024"
"HGNC:9962"	"UPF1"	"UPF1 RNA helicase and ATPase"	"RENT1"	"HUPF1, KIAA0221, NORF1, pNORF1, smg-2"	5976	"ENSG00000005007"
"HGNC:17854"	"UPF2"	"UPF2 regulator of nonsense mediated mRNA decay"	""	"RENT2, DKFZP434D222, KIAA1408, smg-3"	26019	"ENSG00000151461"
"HGNC:20332"	"UPF3A"	"UPF3A regulator of nonsense mediated mRNA decay"	""	"RENT3A, UPF3, HUPF3A"	65110	"ENSG00000169062"
"HGNC:30568"	"UPF3AP1"	"UPF3A pseudogene 1"	""	""	147226	"ENSG00000226478"
"HGNC:30567"	"UPF3AP2"	"UPF3A pseudogene 2"	""	""	147150	"ENSG00000214832"
"HGNC:38395"	"UPF3AP3"	"UPF3A pseudogene 3"	""	""	100422343	"ENSG00000234709"
"HGNC:20439"	"UPF3B"	"UPF3B regulator of nonsense mediated mRNA decay"	"MRX62, UPF3BP1, UPF3BP2, UPF3BP3"	"RENT3B, UPF3X, HUPF3B, MRX82"	65109	"ENSG00000125351"
"HGNC:12577"	"UPK1A"	"uroplakin 1A"	""	"TSPAN21"	11045	"ENSG00000105668"
"HGNC:12578"	"UPK1B"	"uroplakin 1B"	"UPK1"	"TSPAN20"	7348	"ENSG00000114638"
"HGNC:12579"	"UPK2"	"uroplakin 2"	""	"UP2, UPII, MGC138598"	7379	"ENSG00000110375"
"HGNC:12580"	"UPK3A"	"uroplakin 3A"	"UPK3"	""	7380	"ENSG00000100373"
"HGNC:21444"	"UPK3B"	"uroplakin 3B"	""	"MGC10902, p35, UPIIIb, FLJ32198"	105375355	"ENSG00000243566"
"HGNC:37278"	"UPK3BL1"	"uroplakin 3B like 1"	"UPK3BL"	"UPLP"	100134938	"ENSG00000267368"
"HGNC:53444"	"UPK3BL2"	"uroplakin 3B like 2"	""	""	107983993	"ENSG00000284981"
"HGNC:12576"	"UPP1"	"uridine phosphorylase 1"	"UP"	"UPASE, UPP, UDRPASE"	7378	"ENSG00000183696"
"HGNC:23061"	"UPP2"	"uridine phosphorylase 2"	""	"UPASE2, UP2, UDRPASE2"	151531	"ENSG00000007001"
"HGNC:28334"	"UPRT"	"uracil phosphoribosyltransferase homolog"	""	"DKFZp781E1243, MGC23937, FUR1, RP11-311P8.3"	139596	"ENSG00000094841"
"HGNC:15891"	"UQCC1"	"ubiquinol-cytochrome c reductase complex assembly factor 1"	"C20orf44, UQCC"	"FLJ10850, CBP3, BFZB"	55245	"ENSG00000101019"
"HGNC:21237"	"UQCC2"	"ubiquinol-cytochrome c reductase complex assembly factor 2"	"C6orf125, MNF1"	"MGC14833, bA6B20.2, M19, Cbp6"	84300	"ENSG00000137288"
"HGNC:34399"	"UQCC3"	"ubiquinol-cytochrome c reductase complex assembly factor 3"	"C11orf83"	"UNQ655"	790955	"ENSG00000204922"
"HGNC:30863"	"UQCR10"	"ubiquinol-cytochrome c reductase, complex III subunit X"	""	"HSPC051, UCRC, QCR9, UCCR7.2"	29796	"ENSG00000184076"
"HGNC:54960"	"UQCR10P1"	"UQCR10 pseudogene 1"	""	""	644310	"ENSG00000237528"
"HGNC:30862"	"UQCR11"	"ubiquinol-cytochrome c reductase, complex III subunit XI"	"UQCR"	"QCR10"	10975	"ENSG00000127540"
"HGNC:12582"	"UQCRB"	"ubiquinol-cytochrome c reductase binding protein"	"UQBP"	"QP-C, QCR7, UQCR6"	7381	"ENSG00000156467"
"HGNC:12583"	"UQCRBP1"	"ubiquinol-cytochrome c reductase binding protein pseudogene 1"	""	""	442454	"ENSG00000237748"
"HGNC:12584"	"UQCRBP2"	"ubiquinol-cytochrome c reductase binding protein pseudogene 2"	""	""	100130719	"ENSG00000227941"
"HGNC:39033"	"UQCRBP3"	"ubiquinol-cytochrome c reductase binding protein pseudogene 3"	""	""	100288785	"ENSG00000249928"
"HGNC:12585"	"UQCRC1"	"ubiquinol-cytochrome c reductase core protein 1"	""	"D3S3191, QCR1, UQCR1"	7384	"ENSG00000010256"
"HGNC:12586"	"UQCRC2"	"ubiquinol-cytochrome c reductase core protein 2"	""	"QCR2, UQCR2"	7385	"ENSG00000140740"
"HGNC:44309"	"UQCRC2P1"	"ubiquinol-cytochrome c reductase core protein 2 pseudogene 1"	""	""	100131327	"ENSG00000236736"
"HGNC:12587"	"UQCRFS1"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	""	"RIS1, RIP1, UQCR5, RISP"	7386	"ENSG00000169021"
"HGNC:55295"	"UQCRFS1-DT"	"UQCRFS1 divergent transcript"	""	""	105372352	"ENSG00000267498"
"HGNC:12588"	"UQCRFS1P1"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1"	"UQCRFSL1"	""	100128525	"ENSG00000226085"
"HGNC:39172"	"UQCRFS1P2"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2"	""	""	647123	"ENSG00000223721"
"HGNC:39173"	"UQCRFS1P3"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3"	""	""	100130994	"ENSG00000217314"
"HGNC:12590"	"UQCRH"	"ubiquinol-cytochrome c reductase hinge protein"	""	"QCR6, UQCR8"	7388	"ENSG00000173660"
"HGNC:51714"	"UQCRHL"	"ubiquinol-cytochrome c reductase hinge protein like"	""	""	440567	"ENSG00000233954"
"HGNC:31341"	"UQCRHP1"	"ubiquinol-cytochrome c reductase hinge protein pseudogene 1"	"UQCRHP5"	"Em:AF129756.18"	100130756	"ENSG00000230622"
"HGNC:38045"	"UQCRHP2"	"ubiquinol-cytochrome c reductase hinge protein pseudogene 2"	""	""	729769	"ENSG00000237629"
"HGNC:38046"	"UQCRHP3"	"ubiquinol-cytochrome c reductase hinge protein pseudogene 3"	""	""	100131995	"ENSG00000224162"
"HGNC:38047"	"UQCRHP4"	"ubiquinol-cytochrome c reductase hinge protein pseudogene 4"	""	""	100128448	"ENSG00000242728"
"HGNC:29594"	"UQCRQ"	"ubiquinol-cytochrome c reductase complex III subunit VII"	""	"QP-C, QCR8, UQCR7"	27089	"ENSG00000164405"
"HGNC:17785"	"URAD"	"ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase"	"PRHOXNB"	""	646625	"ENSG00000183463"
"HGNC:43695"	"URAHP"	"urate (hydroxyiso-) hydrolase, pseudogene"	""	"URAH"	100130015	"ENSG00000222019"
"HGNC:17344"	"URB1"	"URB1 ribosome biogenesis homolog"	"C21orf108"	"KIAA0539, NPA1"	9875	"ENSG00000142207"
"HGNC:23128"	"URB1-AS1"	"URB1 antisense RNA 1 (head to head)"	"C21orf119"	"PRED84, MGC14136"	84996	"ENSG00000256073"
"HGNC:28967"	"URB2"	"URB2 ribosome biogenesis homolog"	"KIAA0133"	"NPA2, NET10"	9816	"ENSG00000135763"
"HGNC:30890"	"URGCP"	"upregulator of cell proliferation"	""	"URG4, KIAA1507, FLJ20654, DKFZp666G166, DKFZp686O0457"	55665	"ENSG00000106608"
"HGNC:49188"	"URGCP-MRPS24"	"URGCP-MRPS24 readthrough"	""	""	100534592	"ENSG00000270617"
"HGNC:13236"	"URI1"	"URI1 prefoldin like chaperone"	"C19orf2"	"RMP, NNX3, FLJ10575, URI, PPP1R19"	8725	"ENSG00000105176"
"HGNC:28378"	"URM1"	"ubiquitin related modifier 1"	"C9orf74"	"MGC2668"	81605	"ENSG00000167118"
"HGNC:26444"	"UROC1"	"urocanate hydratase 1"	""	"FLJ31300, HMFN0320"	131669	"ENSG00000159650"
"HGNC:12591"	"UROD"	"uroporphyrinogen decarboxylase"	""	""	7389	"ENSG00000126088"
"HGNC:12592"	"UROS"	"uroporphyrinogen III synthase"	""	""	7390	"ENSG00000188690"
"HGNC:25792"	"USB1"	"U6 snRNA biogenesis phosphodiesterase 1"	"C16orf57"	"FLJ13154, HVSL1, Mpn1"	79650	"ENSG00000103005"
"HGNC:30882"	"USE1"	"unconventional SNARE in the ER 1"	""	"p31, SLT1, MDS032, D12"	55850	"ENSG00000053501"
"HGNC:12593"	"USF1"	"upstream transcription factor 1"	""	"UEF, MLTFI, bHLHb11"	7391	"ENSG00000158773"
"HGNC:23773"	"USF1P1"	"upstream transcription factor 1 pseudogene 1"	"USF1P"	""	100151645	"ENSG00000226501"
"HGNC:12594"	"USF2"	"upstream transcription factor 2, c-fos interacting"	""	"FIP, bHLHb12"	7392	"ENSG00000105698"
"HGNC:30494"	"USF3"	"upstream transcription factor family member 3"	"KIAA2018"	""	205717	"ENSG00000176542"
"HGNC:12597"	"USH1C"	"USH1 protein network component harmonin"	"DFNB18"	"PDZ73, harmonin, NY-CO-37, NY-CO-38, PDZ-73, AIE-75, PDZD7C"	10083	"ENSG00000006611"
"HGNC:16356"	"USH1G"	"USH1 protein network component sans"	""	"Sans, FLJ33924, ANKS4A"	124590	"ENSG00000182040"
"HGNC:12601"	"USH2A"	"usherin"	"USH2"	"RP39"	7399	"ENSG00000042781"
"HGNC:40606"	"USH2A-AS1"	"USH2A antisense RNA 1"	""	""	105372918	"ENSG00000236292"
"HGNC:40605"	"USH2A-AS2"	"USH2A antisense RNA 2"	""	""	102723833	"ENSG00000233620"
"HGNC:24058"	"USHBP1"	"USH1 protein network component harmonin binding protein 1"	""	"MCC2, AIEBP, FLJ38709"	83878	"ENSG00000130307"
"HGNC:30904"	"USO1"	"USO1 vesicle transport factor"	""	"TAP, VDP, p115"	8615	"ENSG00000138768"
"HGNC:12607"	"USP1"	"ubiquitin specific peptidase 1"	""	""	7398	"ENSG00000162607"
"HGNC:12618"	"USP2"	"ubiquitin specific peptidase 2"	""	"UBP41"	9099	"ENSG00000036672"
"HGNC:48673"	"USP2-AS1"	"USP2 antisense RNA 1 (head to head)"	""	"THY1-AS1"	100499227	"ENSG00000245248"
